"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","cluster2101.cds.aln-cln","TIM2+F+G4","G4",-10659.5997,-10934.7434,"TIM2{1.4907,3.9123,1.4907,1,7.7057,1}+F{0.2572,0.2067,0.319,0.2171}",21431.1994,21434.0674,21752.2612,"Mixture",2283,26,0.639071397284275,"18.22%",725,18,0.3913,0.4276,0.1137,35.327,1.1462,NA,"0.7769","0.1641","0.2112","0","0.0014","0.0083","0.0161","0.0151","0.1631"
"Mixture","cluster1913.cds.aln-cln","MIX{TN+FO,JC+FO,HKY+FO}+G","G4",-10593.9659,-10458.8881,"TN{99.9698,21.3132}+FO{0.0197528,0.278715,0.515348,0.186184};JC;HKY{10.5127}+FO{0.353488,0.170036,0.15708,0.319396}",21309.9317,21313.0279,21665.3204,"Mixture",2505,26,0.681836327345309,"15.69%",604,26,0.5652,0.4469,0.1148,42.8486,1.1961,NA,"0.7236","0.1373","0.1897","0","9e-04","0.0066","0.0136","0.012","0.1278"
"One_class","cluster1913.cds.aln-cln","K2P+G4","G4",-10650.4045,-10458.8881,"K2P{1,4.6013,1,1,4.6013,1}+G4{0.25,0.25,0.25,0.25}",21402.8089,21404.9712,21699.9372,"Mixture",2505,26,0.681836327345309,"15.69%",604,26,0.5652,0.4832,0.1342,42.8486,1.3674,NA,"0.6666","0.127","0.1905","0","9e-04","0.0069","0.0148","0.0123","0.147"
"Mixture","cluster1984.cds.aln-cln","MIX{TIM2+FO,TNe+FO,K80+FO}+G","G4",-7751.9704,-5792.8949,"TIM2{34.9477,62.0506,99.4988}+FO{0.375744,0.105945,0.351352,0.16696};TNe{0.0001,100}+FQ;K2P{1.92081}+FQ",15625.9408,15630.7957,15954.7418,"Mixture",1620,26,0.643827160493827,"19.32%",418,26,0.5652,0.3537,0.1003,44.1475,0.8951,NA,"0.8572","0.1754","0.2046","0","0.0013","0.0092","0.0165","0.0171","0.2254"
"One_class","cluster1984.cds.aln-cln","TIM2+F+G4","G4",-7792.3331,-5792.8949,"TIM2{1.6876,3.9571,1.6876,1,8.4931,1}+F{0.2835,0.2051,0.288,0.2234}",15696.6662,15700.7507,15998.5164,"Mixture",1620,26,0.643827160493827,"19.32%",418,24,0.5217,0.3443,0.1021,43.4626,0.9869,NA,"0.8086","0.1693","0.2094","0","0.0013","0.0093","0.0175","0.0172","0.2533"
"Mixture","cluster2292.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-7355.1822,-7053.9952,"TN{8.2305,21.4099}+FO{0.29019,0.180478,0.278193,0.251139};JC",14822.3645,14826.0021,15130.4869,"Mixture",1812,26,0.704194260485651,"16.39%",426,26,0.5652,0.5087,0.1224,38.0657,1.2553,NA,"0.6419","0.158","0.2461","0","0.0011","0.0045","0.0127","0.0114","0.144"
"One_class","cluster2292.cds.aln-cln","TN+F+G4","G4",-7370.0085,-7053.9952,"TN{1,3.7177,1,1,7.8686,1}+F{0.279,0.2015,0.2774,0.2421}",14850.017,14853.525,15152.6373,"Mixture",1812,26,0.704194260485651,"16.39%",426,26,0.5652,0.5283,0.1308,38.0657,1.3251,NA,"0.6222","0.1535","0.2467","0","0.0011","0.0046","0.0131","0.0115","0.1543"
"Mixture","cluster2644.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-4684.0795,-3624.8971,"K2P{17.7967}+FQ;JC",9472.159,9478.1568,9725.8855,"Mixture",972,26,0.597736625514403,"20.37%",297,32,0.6957,0.418,0.1286,43.3705,1.0502,NA,"0.7555","0.1876","0.2483","0","0.001","0.0084","0.0151","0.0163","0.1127"
"One_class","cluster2644.cds.aln-cln","K2P+G4","G4",-4695.8155,-3624.8971,"K2P{1,4.2599,1,1,4.2599,1}+G4{0.25,0.25,0.25,0.25}",9493.6311,9499.3963,9742.4782,"Mixture",972,26,0.597736625514403,"20.37%",297,32,0.6957,0.4256,0.1349,45.6508,1.0905,NA,"0.7379","0.1672","0.2266","0","0.001","0.0063","0.0154","0.0164","0.1182"
"Mixture","cluster1866.cds.aln-cln","MIX{TN+FO,JC+FO,HKY+FO,K80+FO}+G","G4",-6982.1721,-5985.1789,"TN{28.2711,9.73562}+FO{0.0288593,0.124494,0.664002,0.182645};JC;HKY{100}+FO{0.727646,0.246451,0.0032234,0.0226805};K2P{21.1114}+FQ",14090.3443,14096.1291,14423.288,"Mixture",1458,26,0.655692729766804,"20.37%",428,32,0.6957,1.1562,0.6975,47,3.0288,NA,"1.7915","0.2654","0.1481","0","0.0011","0.0094","0.0245","0.0185","0.4918"
"One_class","cluster1866.cds.aln-cln","TN+F+G4","G4",-7030.9741,-5985.1789,"TN{1,3.1079,1,1,5.618,1}+F{0.2627,0.2161,0.3152,0.206}",14171.9481,14176.3419,14462.6133,"Mixture",1458,26,0.655692729766804,"20.37%",428,18,0.3913,0.4754,0.2723,36.8239,1.2317,NA,"1.2015","0.1933","0.1609","0","0.0014","0.0098","0.0366","0.0169","0.9107"
"Mixture","cluster2809.cds.aln-cln","K2P+I","I",-9967.0818,-8052.8178,"K2P{1,3.6268,1,1,3.6268,1}+I{0.25,0.25,0.25,0.25}",20036.1636,20039.4397,20312.6437,"One_class",1671,26,0.485338120885697,"26.69%",688,20,0.4348,0.2193,0.0538,28.3725,0.4389,NA,"1.046","0.1849","0.1768","0","0.0011","0.0135","0.0213","0.019","0.1877"
"One_class","cluster2809.cds.aln-cln","K2P+I","I",-9967.0818,-8052.8178,"K2P{1,3.6265,1,1,3.6265,1}+I{0.25,0.25,0.25,0.25}",20036.1636,20039.4397,20312.6437,"One_class",1671,26,0.485338120885697,"26.69%",688,20,0.4348,0.2193,0.0538,28.3725,0.4389,NA,"1.046","0.1849","0.1768","0","0.0011","0.0135","0.0213","0.019","0.1877"
"Mixture","cluster2462.cds.aln-cln","TIM3e+G4","G4",-12361.9746,-12385.0297,"TIM3e{0.671,2.7396,1,0.671,3.452,1}+G4{0.25,0.25,0.25,0.25}",24829.9492,24832.3985,25136.2609,"Mixture",2391,26,0.575491426181514,"22.46%",874,22,0.4783,0.2315,0.0637,41.0366,0.6763,NA,"0.9472","0.2252","0.2378","0","0.002","0.0114","0.0193","0.0189","0.2131"
"One_class","cluster2462.cds.aln-cln","TIM3e+G4","G4",-12361.9755,-12385.0297,"TIM3e{0.6742,2.7516,1,0.6742,3.4694,1}+G4{0.25,0.25,0.25,0.25}",24829.9511,24832.4004,25136.2628,"Mixture",2391,26,0.575491426181514,"22.46%",874,22,0.4783,0.2314,0.0637,41.0366,0.6758,NA,"0.9474","0.2253","0.2378","0","0.002","0.0114","0.0193","0.0189","0.213"
"Mixture","cluster2710.cds.aln-cln","MIX{K2P,F81+FO}+G","G4",-6157.0007,-5155.798,"K2P{6.21791}+FQ;F81+FO{0.297166,0.151355,0.216873,0.334605}",12424.0015,12430.0705,12697.7006,"Mixture",1071,26,0.510737628384687,"21.85%",469,26,0.5652,0.3264,0.0725,53.1883,0.6626,NA,"1.0767","0.1417","0.1316","0","0.0019","0.0106","0.0217","0.0228","0.2473"
"One_class","cluster2710.cds.aln-cln","K2P+G4","G4",-6173.8038,-5155.798,"K2P{1,3.5772,1,1,3.5772,1}+G4{0.25,0.25,0.25,0.25}",12449.6075,12454.8126,12703.4013,"Mixture",1071,26,0.510737628384687,"21.85%",469,26,0.5652,0.3187,0.0692,48.7442,0.6814,NA,"1.0613","0.1418","0.1336","0","0.0019","0.0106","0.022","0.0226","0.2565"
"Mixture","cluster2322.cds.aln-cln","MIX{TN+FO,HKY+FO,JC+FO}+G","G4",-6173.4698,-5587.3536,"TN{0.0001,6.50609}+FO{0.613411,0.00599895,0.364953,0.0156376};HKY{11.7179}+FO{0.144395,0.223198,0.310539,0.321868};JC",12468.9396,12474.826,12786.4833,"Mixture",1347,26,0.642167780252413,"18.34%",398,22,0.4783,0.454,0.1375,36.7696,0.8251,NA,"0.8933","0.2164","0.2422","0","0.0011","0.0069","0.0164","0.0142","0.1419"
"One_class","cluster2322.cds.aln-cln","TN+F+G4","G4",-6205.966,-5587.3536,"TN{1,2.8281,1,1,5.8948,1}+F{0.2575,0.1937,0.2881,0.2606}",12521.932,12526.7035,12808.242,"Mixture",1347,26,0.642167780252413,"18.34%",398,20,0.4348,0.4774,0.1419,35.5668,0.9744,NA,"0.8032","0.1934","0.2408","0","8e-04","0.0071","0.0182","0.0167","0.1629"
"Mixture","cluster2543.cds.aln-cln","MIX{HKY+FO,K80+FO,JC+FO}+G","G4",-11044.5433,-9041.9222,"HKY{5.93673}+FO{0.0657028,0.448195,0.354427,0.131675};K2P{11.6825}+FQ;JC",22203.0866,22206.5924,22520.7193,"Mixture",1944,26,0.560699588477366,"25.87%",722,28,0.6087,0.4191,0.1354,40.5956,0.7723,NA,"1.2866","0.2817","0.2189","0","0.0024","0.0121","0.0246","0.0193","0.2564"
"One_class","cluster2543.cds.aln-cln","HKY+F+G4","G4",-11077.9627,-9041.9222,"HKY{1,3.3772,1,1,3.3772,1}+F{0.2108,0.2735,0.278,0.2377}",22263.9254,22267.0699,22564.8405,"Mixture",1944,26,0.560699588477366,"25.87%",722,28,0.6087,0.3608,0.108,40.5956,0.5248,NA,"1.2035","0.2683","0.2229","0","0.0024","0.0121","0.0263","0.0197","0.2898"
"Mixture","cluster2661.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-14794.6135,-14314.9552,"K2P{11.711}+FQ;JC",29693.227,29695.073,30006.2298,"Mixture",3039,26,0.619940769990128,"20.14%",889,20,0.4348,0.3097,0.0999,41.5211,0.873,NA,"0.8244","0.1967","0.2386","0","7e-04","0.0095","0.0165","0.0174","0.1343"
"One_class","cluster2661.cds.aln-cln","K2P+G4","G4",-14831.6595,-14314.9552,"K2P{1,4.1281,1,1,4.1281,1}+G4{0.25,0.25,0.25,0.25}",29765.319,29767.0947,30072.3025,"Mixture",3039,26,0.619940769990128,"20.14%",889,20,0.4348,0.3261,0.1068,41.5211,0.9253,NA,"0.8079","0.1938","0.2399","0","7e-04","0.0096","0.0168","0.0169","0.1399"
"Mixture","cluster2894.cds.aln-cln","TPM3+G4","G4",-9017.4979,-8580.1527,"TPM3{0.7483,3.0231,1,0.7483,3.0231,1}+G4{0.25,0.25,0.25,0.25}",18138.9959,18142.3837,18421.1764,"Mixture",1680,26,0.542857142857143,"24.05%",709,26,0.5652,0.2605,0.065,46.4866,0.4781,NA,"1.0256","0.2515","0.2452","0","0.0022","0.0115","0.0209","0.0192","0.1814"
"One_class","cluster2894.cds.aln-cln","K2P+G4","G4",-9021.2536,-8580.1527,"K2P{1,3.4774,1,1,3.4774,1}+G4{0.25,0.25,0.25,0.25}",18144.5071,18147.7651,18421.2611,"Mixture",1680,26,0.542857142857143,"24.05%",709,26,0.5652,0.2618,0.0653,51,0.4778,NA,"1.0264","0.2522","0.2457","0","0.0019","0.0115","0.0209","0.0192","0.1815"
"Mixture","cluster2959.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-5593.9464,-5036.3323,"K2P{8.61627}+FQ;JC",11291.8928,11297.6827,11547.3554,"Mixture",1005,26,0.527363184079602,"23.78%",448,28,0.6087,0.2348,0.0474,49.1528,0.5425,NA,"1.0539","0.2017","0.1914","0","0.0017","0.0103","0.0211","0.0214","0.2139"
"One_class","cluster2959.cds.aln-cln","K2P+G4","G4",-5602.5982,-5036.3323,"K2P{1,3.7165,1,1,3.7165,1}+G4{0.25,0.25,0.25,0.25}",11307.1965,11312.762,11557.7463,"Mixture",1005,26,0.527363184079602,"23.78%",448,28,0.6087,0.2448,0.0487,47.6235,0.5851,NA,"1.0352","0.2002","0.1934","0","0.0013","0.0104","0.0215","0.0218","0.2223"
"Mixture","cluster2969.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-9261.544,-8277.3983,"K2P{11.139}+FQ;JC",18627.0879,18630.3787,18910.7334,"Mixture",1728,26,0.545138888888889,"23.78%",621,22,0.4783,0.2504,0.056,37.6829,0.427,NA,"0.9644","0.2423","0.2512","0","0.0011","0.0082","0.0192","0.0149","0.1948"
"One_class","cluster2969.cds.aln-cln","K2P+G4","G4",-9283.9609,-8277.3983,"K2P{1,3.6737,1,1,3.6737,1}+G4{0.25,0.25,0.25,0.25}",18669.9218,18673.0865,18948.1125,"Mixture",1728,26,0.545138888888889,"23.78%",621,22,0.4783,0.2554,0.0597,37.6829,0.4907,NA,"0.9419","0.2371","0.2517","0","0.0011","0.0083","0.0197","0.015","0.2049"
"Mixture","cluster2886.cds.aln-cln","MIX{TN+FO,JC+FO,TNe+FO}+G","G4",-11653.5157,-9413.8071,"TN{3.97544,11.2493}+FO{0.278752,0.179503,0.283189,0.258556};JC;TNe{14.4243,0.0001}+FQ",23425.0313,23428.5909,23756.9126,"Mixture",2049,26,0.544655929721816,"24.45%",721,30,0.6522,0.281,0.0778,39.0896,0.6606,NA,"1.0074","0.2449","0.2431","0","0.0014","0.013","0.0201","0.0177","0.1653"
"One_class","cluster2886.cds.aln-cln","TN+F+G4","G4",-11682.1025,-9413.8071,"TN{1,2.8211,1,1,4.2436,1}+F{0.2686,0.2071,0.2739,0.2504}",23474.2051,23477.2959,23783.586,"Mixture",2049,26,0.544655929721816,"24.45%",721,30,0.6522,0.2988,0.085,39.0896,0.7249,NA,"0.9868","0.2404","0.2436","0","0.0014","0.0132","0.0206","0.0178","0.1729"
"Mixture","cluster3142.cds.aln-cln","MIX{TNe,JC+FO}+G","G4",-9870.8399,-9340.6303,"TNe{9.40144,14.0328}+FQ;JC",19847.6798,19850.4981,20146.7336,"Mixture",2085,26,0.624460431654676,"19.28%",621,24,0.5217,0.3386,0.0836,32.619,1.0099,NA,"0.7942","0.1609","0.2026","0","0.0014","0.0086","0.0159","0.0143","0.1881"
"One_class","cluster3142.cds.aln-cln","TNe+G4","G4",-9887.2077,-9340.6303,"TNe{1,3.765,1,1,5.0825,1}+G4{0.25,0.25,0.25,0.25}",19878.4153,19881.1279,20171.8266,"Mixture",2085,26,0.624460431654676,"19.28%",621,24,0.5217,0.3564,0.0901,33.4664,1.0514,NA,"0.7774","0.1602","0.2061","0","0.0014","0.0088","0.0162","0.0144","0.1967"
"Mixture","cluster2908.cds.aln-cln","MIX{TN+FO,JC+FO,K80+FO}+G","G4",-11287.1832,-10157.1441,"TN{4.3321,54.0047}+FO{0.369939,0.0590366,0.383773,0.187252};JC;K2P{6.93111}+FQ",22690.3665,22694.284,23009.3009,"Mixture",1806,26,0.479512735326689,"29.01%",863,20,0.4348,0.4538,0.212,33.4813,1.1843,NA,"1.4438","0.3271","0.2266","0","0.0023","0.0122","0.0278","0.0226","0.3781"
"One_class","cluster2908.cds.aln-cln","TN+F+G4","G4",-11318.4562,-10157.1441,"TN{1,2.7385,1,1,4.0544,1}+F{0.2857,0.2082,0.2761,0.2299}",22746.9124,22750.4324,23049.3502,"Mixture",1806,26,0.479512735326689,"29.01%",863,22,0.4783,0.3875,0.1641,34.7131,0.899,NA,"1.3607","0.3126","0.2297","0","0.0024","0.0123","0.0295","0.0234","0.4257"
"Mixture","cluster2919.cds.aln-cln","TIM3+FO+G4","G4",-17269.7681,-18082.7031,"TIM3{1.2726,3.0415,1,1.2726,3.999,1}+FO{0.2688,0.1942,0.2845,0.2525}",34651.5361,34653.7832,34985.9556,"Mixture",2898,26,0.44271911663216,"26.74%",1413,24,0.5217,0.4189,0.1301,45.793,0.9009,NA,"1.4147","0.3102","0.2193","0","0.0012","0.0137","0.0289","0.0302","0.3273"
"One_class","cluster2919.cds.aln-cln","TIM3+F+G4","G4",-17270.8643,-18082.7031,"TIM3{1.2393,2.9684,1,1.2393,3.9998,1}+F{0.2655,0.1955,0.293,0.2461}",34653.7286,34655.9757,34988.1481,"Mixture",2898,26,0.44271911663216,"26.74%",1413,24,0.5217,0.4198,0.1304,45.793,0.903,NA,"1.4159","0.3104","0.2192","0","0.0012","0.0137","0.0289","0.0302","0.3273"
"Mixture","cluster3088.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-8242.7837,-8377.7559,"TN{4.25309,15.4483}+FO{0.333916,0.153359,0.282546,0.230179};JC",16597.5675,16601.6915,16898.8967,"Mixture",1605,26,0.586915887850467,"23.18%",654,26,0.5652,0.2828,0.0699,51.8459,0.6919,NA,"0.9396","0.2141","0.2279","0","0.0013","0.0104","0.019","0.0186","0.1992"
"One_class","cluster3088.cds.aln-cln","TN+F+G4","G4",-8256.0317,-8377.7559,"TN{1,2.5867,1,1,6.7896,1}+F{0.3042,0.182,0.2767,0.2372}",16622.0633,16626.0401,16918.0117,"Mixture",1605,26,0.586915887850467,"23.18%",654,26,0.5652,0.2894,0.0727,51.8459,0.72,NA,"0.9312","0.2125","0.2282","0","0.0013","0.0104","0.0192","0.0186","0.2055"
"Mixture","cluster3174.cds.aln-cln","MIX{TN+FO,JC+FO}+G","G4",-9815.3459,-8561.1901,"TN{4.83293,12.1788}+FO{0.307018,0.186183,0.281074,0.225726};JC",19742.6919,19746.2445,20052.0975,"Mixture",1854,26,0.539374325782093,"24.27%",629,24,0.5217,0.3648,0.1263,28.4429,0.654,NA,"1.0732","0.2511","0.234","0","0.0011","0.0088","0.0215","0.0144","0.3223"
"One_class","cluster3174.cds.aln-cln","TN+F+G4","G4",-9825.5156,-8561.1901,"TN{1,2.8352,1,1,6.0948,1}+F{0.29,0.201,0.2893,0.2198}",19761.0312,19764.4572,20064.9117,"Mixture",1854,26,0.539374325782093,"24.27%",629,22,0.4783,0.3515,0.1151,27.3679,0.5999,NA,"1.0522","0.2467","0.2345","0","0.0011","0.009","0.0219","0.0145","0.3359"
"Mixture","cluster2910.cds.aln-cln","MIX{TN+FO,JC+FO,F81+FO,K80+FO,HKY+FO}+G","G4",-6625.63,-5658.7628,"TN{0.132343,96.3169}+FO{0.0654491,0.00250603,0.926687,0.00535775};JC;F81+FO{0.202965,0.662877,0.134125,3.26818e-05};K2P{5.51102}+FQ;HKY{30.8627}+FO{0.438164,0.102859,0.0279657,0.431011}",13385.2601,13391.8014,13739.4808,"Mixture",1461,26,0.654346338124572,"16.91%",404,24,0.5217,0.43,0.1105,48.3011,0.9774,NA,"0.7624","0.1647","0.216","0","0.0014","0.0078","0.0141","0.0158","0.1392"
"One_class","cluster2910.cds.aln-cln","TN+F+G4","G4",-6675.5744,-5658.7628,"TN{1,2.8049,1,1,4.47,1}+F{0.2797,0.1991,0.2504,0.2708}",13461.1488,13465.5331,13751.927,"Mixture",1461,26,0.654346338124572,"16.91%",404,24,0.5217,0.4894,0.1349,44.7214,1.232,NA,"0.6933","0.1457","0.2102","0","0.0016","0.0085","0.0156","0.0169","0.1692"
"Mixture","cluster3394.cds.aln-cln","MIX{TPM3,JC+FO}+G","G4",-6387.1612,-4712.4093,"TPM3{0.577409,7.23715}+FQ;JC",12880.3225,12885.0336,13153.0597,"Mixture",1269,26,0.620173364854216,"21.36%",381,20,0.4348,0.3026,0.0811,24.7588,0.7062,NA,"0.8743","0.1948","0.2228","0","0.0023","0.0114","0.0174","0.0174","0.2072"
"One_class","cluster3394.cds.aln-cln","TPM3+G4","G4",-6396.9461,-4712.4093,"TPM3{0.6673,3.8114,1,0.6673,3.8114,1}+G4{0.25,0.25,0.25,0.25}",12897.8922,12902.425,13165.4833,"Mixture",1269,26,0.620173364854216,"21.36%",381,20,0.4348,0.3162,0.0853,25.0599,0.7506,NA,"0.8545","0.1937","0.2267","0","0.0015","0.0105","0.0178","0.0175","0.2192"
"Mixture","cluster3290.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-10656.6342,-8455.491,"K2P{9.76559}+FQ;JC",21417.2683,21420.5299,21701.3632,"Mixture",1743,26,0.48881239242685,"26.91%",690,18,0.3913,0.3929,0.119,29.5296,0.4343,NA,"1.2538","0.2378","0.1897","0","0.0015","0.012","0.0247","0.0244","0.2644"
"One_class","cluster3290.cds.aln-cln","K2P+G4","G4",-10683.6477,-8455.491,"K2P{1,3.5084,1,1,3.5084,1}+G4{0.25,0.25,0.25,0.25}",21469.2954,21472.432,21747.9269,"Mixture",1743,26,0.48881239242685,"26.91%",690,18,0.3913,0.3589,0.1028,29.5296,0.3735,NA,"1.2115","0.1929","0.1592","0","0.0014","0.0121","0.0256","0.0241","0.2847"
"Mixture","cluster3241.cds.aln-cln","MIX{TN+FO,HKY+FO}+G","G4",-13366.2759,-14689.8713,"TN{38.2309,100}+FO{0.240842,0.191497,0.349137,0.218524};HKY{2.03034}+FO{0.298822,0.195002,0.197183,0.308993}",26852.5519,26855.0025,27213.8863,"Mixture",3048,26,0.666338582677165,"17.55%",822,22,0.4783,0.5227,0.1436,47.5815,1.3314,NA,"0.767","0.1189","0.155","0","0.0013","0.0087","0.0154","0.0113","0.1313"
"One_class","cluster3241.cds.aln-cln","TIM2+F+G4","G4",-13406.3176,-14689.8713,"TIM2{1.3457,4.0914,1.3457,1,7.2892,1}+F{0.2816,0.1939,0.2661,0.2584}",26924.6352,26926.7696,27261.8807,"Mixture",3048,26,0.666338582677165,"17.55%",822,20,0.4348,0.5315,0.1476,42.7551,1.363,NA,"0.7541","0.1193","0.1582","0","0.0013","0.0087","0.0157","0.0128","0.1366"
"Mixture","cluster3446.cds.aln-cln","K2P+G4","G4",-1644.7358,-1298.9808,"K2P{1,5.4476,1,1,5.4476,1}+G4{0.25,0.25,0.25,0.25}",3391.4717,3408.3634,3590.506,"One_class",366,26,0.644808743169399,"19.67%",124,34,0.7391,0.462,0.1113,43.7379,0.9688,NA,"0.7764","0.2012","0.2591","0","0.0024","0.0056","0.0159","0.0175","0.1737"
"One_class","cluster3446.cds.aln-cln","K2P+G4","G4",-1644.7354,-1298.9808,"K2P{1,5.4476,1,1,5.4476,1}+G4{0.25,0.25,0.25,0.25}",3391.4708,3408.3625,3590.5051,"One_class",366,26,0.644808743169399,"19.67%",124,34,0.7391,0.4625,0.1113,43.4511,0.9678,NA,"0.7767","0.2014","0.2593","0","0.0023","0.0056","0.0158","0.0175","0.1736"
"Mixture","cluster3443.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-4093.0782,-3012.718,"K2P{11.1974}+FQ;JC",8290.1564,8298.3833,8528.4937,"Mixture",723,26,0.525587828492393,"26.14%",281,24,0.5217,0.2763,0.0622,32.8024,0.3584,NA,"1.0083","0.2142","0.2124","0","0.0014","0.0096","0.0202","0.0203","0.1812"
"One_class","cluster3443.cds.aln-cln","K2P+G4","G4",-4103.4181,-3012.718,"K2P{1,3.1726,1,1,3.1726,1}+G4{0.25,0.25,0.25,0.25}",8308.8361,8316.7407,8542.59,"Mixture",723,26,0.525587828492393,"26.14%",281,22,0.4783,0.2709,0.0676,30.8545,0.4296,NA,"0.9881","0.2057","0.2082","0","0.0015","0.0099","0.0206","0.0197","0.1901"
"Mixture","cluster3416.cds.aln-cln","MIX{HKY+FO,JC+FO}+G","G4",-8232.9665,-7767.4369,"HKY{6.95834}+FO{0.173708,0.254993,0.328874,0.242425};JC",16575.9329,16580.0124,16870.5283,"Mixture",1566,26,0.5727969348659,"22.67%",592,26,0.5652,0.3707,0.1359,40.3485,0.9053,NA,"1.248","0.2824","0.2263","0","9e-04","0.0104","0.0245","0.0171","0.2011"
"One_class","cluster3416.cds.aln-cln","HKY+F+G4","G4",-8246.5995,-7767.4369,"HKY{1,3.5391,1,1,3.5391,1}+F{0.2044,0.242,0.3058,0.2479}",16601.1991,16605.1302,16890.4382,"Mixture",1566,26,0.5727969348659,"22.67%",592,26,0.5652,0.3573,0.1237,37.2022,0.7835,NA,"1.1982","0.2723","0.2273","0","9e-04","0.0104","0.0255","0.0172","0.2146"
"Mixture","cluster3477.cds.aln-cln","MIX{HKY+FO,JC+FO}+G","G4",-7447.9457,-5526.8566,"HKY{7.03368}+FO{0.229846,0.211733,0.239426,0.318996};JC",15005.8913,15010.3135,15296.2159,"Mixture",1449,26,0.605935127674258,"23.67%",423,18,0.3913,0.3107,0.0809,31.1288,0.4928,NA,"0.9256","0.2734","0.2954","0","0.0021","0.01","0.0185","0.0152","0.1849"
"One_class","cluster3477.cds.aln-cln","HKY+F+G4","G4",-7458.0435,-5526.8566,"HKY{1,4.3064,1,1,4.3064,1}+F{0.2355,0.2156,0.2598,0.2891}",15024.087,15028.3482,15309.133,"Mixture",1449,26,0.605935127674258,"23.67%",423,22,0.4783,0.3242,0.0849,34.3657,0.5198,NA,"0.9083","0.2388","0.2629","0","0.002","0.01","0.0189","0.0163","0.1926"
"Mixture","cluster3613.cds.aln-cln","TN+FO+G4","G4",-4418.5777,-3640.3911,"TN{1,2.5873,1,1,4.9047,1}+FO{0.3171,0.1645,0.3302,0.1882}",8947.1554,8955.2607,9205.8982,"Mixture",816,26,0.550245098039216,"21.45%",353,24,0.5217,0.4233,0.1253,34.7563,1.049,NA,"0.9166","0.1763","0.1923","0","0.0025","0.0129","0.0187","0.0212","0.1281"
"One_class","cluster3613.cds.aln-cln","TN+F+G4","G4",-4418.647,-3640.3911,"TN{1,2.6136,1,1,4.8442,1}+F{0.3148,0.1684,0.3291,0.1877}",8947.294,8955.3992,9206.0368,"Mixture",816,26,0.550245098039216,"21.45%",353,24,0.5217,0.4233,0.1252,34.7563,1.0482,NA,"0.9172","0.1763","0.1922","0","0.0025","0.0129","0.0187","0.0212","0.1281"
"Mixture","cluster3175.cds.aln-cln","MIX{TN+FO,K80+FO}+G","G4",-27573.4888,-31101.5025,"TN{1.10683,2.79655}+FO{0.313191,0.172722,0.304816,0.209271};K2P{24.2796}+FQ",55260.9775,55262.171,55638.8969,"Mixture",5598,26,0.588245802072169,"20.29%",1892,22,0.4783,0.4984,0.1163,40.8044,0.8995,NA,"0.9648","0.2132","0.221","2e-04","0.0013","0.0095","0.0193","0.0182","0.1787"
"One_class","cluster3175.cds.aln-cln","TN+F+G4","G4",-27617.0811,-31101.5025,"TN{1,2.2837,1,1,4.8193,1}+F{0.2988,0.1903,0.2869,0.224}",55344.1622,55345.2738,55708.8213,"Mixture",5598,26,0.588245802072169,"20.29%",1892,22,0.4783,0.5068,0.1187,37.9473,0.9238,NA,"0.9481","0.2112","0.2228","1e-04","0.0013","0.0098","0.0197","0.0198","0.1858"
"Mixture","cluster3515.cds.aln-cln","MIX{TNe,JC+FO,K80+FO}+G","G4",-5686.0834,-4928.4223,"TNe{2.38531,58.4264}+FQ;JC;K2P{6.1464}+FQ",11482.1668,11486.9494,11768.3541,"Mixture",1344,26,0.68452380952381,"16.52%",330,30,0.6522,0.5358,0.136,47.5395,1.1893,NA,"0.743","0.1387","0.1867","0","7e-04","0.0068","0.0143","0.0108","0.1861"
"One_class","cluster3515.cds.aln-cln","TNe+G4","G4",-5703.7379,-4928.4223,"TNe{1,3.533,1,1,5.9475,1}+G4{0.25,0.25,0.25,0.25}",11511.4759,11515.7454,11782.053,"Mixture",1344,26,0.68452380952381,"16.52%",330,30,0.6522,0.5434,0.1373,47.2017,1.2994,NA,"0.6995","0.1284","0.1836","0","7e-04","0.0069","0.0152","0.011","0.2064"
"Mixture","cluster3558.cds.aln-cln","MIX{K2P,JC+FO}+G","G4",-12987.6703,-11559.2426,"K2P{14.9594}+FQ;JC",26079.3405,26081.4516,26385.4949,"Mixture",2664,26,0.621621621621622,"19.07%",758,22,0.4783,0.325,0.086,41.9524,0.98,NA,"0.8269","0.137","0.1657","0","0.0015","0.0097","0.0164","0.0165","0.2005"
